t,ax,ay,az,gx,gy,gz
0.0,0.027865784474079305,-0.26879231493865424,10.17458101230637,0.1137806609062612,0.3261359215759848,-0.32252812452755597
0.005,-0.17643451056624437,-0.24340098371230787,9.863765157760874,-0.060754459459611145,0.6153001698500868,-0.42047701379860697
0.01,0.20081146517514267,0.13095925669577843,9.55108336191934,0.3884506995303501,0.8347656995708386,-1.0321279403025918
0.015,-0.30616196394593315,-0.29158397285978,9.761017403562702,-1.2825081253189388,-0.38655972836680064,-0.4883843642732111
0.02,-0.08265378470123264,-0.11270320801425474,10.200156735590713,-0.36804753459258055,1.0286884658955953,0.9328970617481668
0.025,-0.17802130546239087,-0.14306038242058386,9.910109085374932,-0.560798863138461,0.8411004257523608,0.41078511050502076
0.03,0.019998710072458216,0.02680005355953448,9.755924869045218,-0.038503937431250086,-0.17703855913344171,-0.09041330958948919
0.035,0.032407067617824525,0.22157450186895156,9.638803309225953,0.5333984867289728,-0.4502006843341497,0.5420677307901755
0.04,-0.013244433684206722,0.17800849684708928,9.99168072000083,-0.15577214810876222,-0.6070651667405361,0.15272889187150754
0.045,0.14807407810832166,-0.06221612160320812,9.900713619008304,0.3016792905563364,0.15379675249112154,-0.09964361818723814
0.05,-0.012425444642770274,0.07649920375373122,9.48787435213199,0.5821934681573192,0.8577453951645283,0.8254436080395083
0.055,0.03489549798787112,-0.029283204613566968,10.07601366215752,0.8483269219553528,-0.37386818638340613,-0.32920107985967834
0.06,0.37750536280755514,-0.12364154790044901,9.941020666918456,0.19805623037005524,1.0179179198306443,-0.5432088049524335
0.065,0.20298195563041552,-0.09056065779463356,9.777921045886416,0.22224297217465513,0.0819393111276569,0.9755238651591203
0.07,0.12841099340853254,0.01446414882040075,10.139889329327168,0.052586436037444395,-0.8651720733802392,0.538344644689078
0.075,-0.29701444917443093,-0.11435700203585675,9.87910968054597,0.09494228678997346,-0.1843762343537773,-0.259385820547334
0.08,0.1657206144534693,-0.25377212868313764,9.861614236324046,-1.2099470820017117,-0.2641732158319901,-0.012361468053635605
0.085,-0.17332728811249187,-0.0669803337273788,10.321994961264199,0.5148939053977378,0.4305759228923081,0.01772235847898427
0.09,-0.12005313072921969,-0.009508854756948498,9.817241384120413,0.34949492119292713,-0.7010080646377763,0.81436849477889
0.095,0.09448429634300112,0.389516754279703,9.841507012523836,0.2963157818991754,-0.20489900864627777,-0.1442727801312131
0.1,-0.3197977084385367,-0.27490874137543275,9.615393035042997,0.42143511914627246,-0.41756603670229625,0.36457194438050616
0.105,0.1261473197217846,-0.18034785244810903,9.96141607551409,0.0914643144484269,0.3881021408255891,-0.5213584691537194
