t,ax,ay,az,gx,gy,gz
0.0,-1.200000048,4.767000198,8.566050529,-0.001237499993,-0.05802499875,0.02557500079
0.008761612999999998,-1.018950105,4.705049992,8.605050087,-0.001237499993,-0.05802499875,0.02557500079
0.018761612999999996,-1.039950013,4.621050358,8.676000595,-0.001237499993,-0.05802499875,0.02557500079
0.028761613,-1.135950089,4.582950115,8.782050133,-0.001237499993,-0.05802499875,0.02557500079
0.038761613,-1.1410501,4.549050331,8.905950546,-0.001237499993,-0.05802499875,0.02557500079
0.048761612999999995,-1.075950027,4.453050137,8.953950882,-0.001237499993,-0.05802499875,0.02557500079
0.058761613000000004,-1.063950062,4.315050125,8.815050125,-0.001237499993,-0.05802499875,0.02557500079
0.068761613,-1.144950032,4.276050091,8.655000687,-0.001237499993,-0.05802499875,0.02557500079
0.078761613,-1.279050112,4.393949986,8.503950119,-0.001237499993,-0.05802499875,0.02557500079
0.088761613,-1.291050076,4.444050312,8.422950745,-0.004181256715967066,-0.05329514255748176,0.027328024121521213
0.098761613,-1.282050014,4.516050339,8.398950577,-0.017619045734535467,-0.03544283123470861,0.03371014534415962
0.10876161300000001,-1.279050112,4.606950283,8.398950577,-0.028541760469083622,-0.026494009214341207,0.03576132326379223
0.11876161299999999,-1.332000017,4.699950218,8.401050568,-0.035885699393914706,-0.020498823176773658,0.037375555133792225
0.128761613,-1.369950056,4.78605032,8.437050819,-0.03989764391415962,-0.026728013250384288,0.03933632418379222
0.138761613,-1.459050059,4.831950188,8.374950409,-0.04152499884,-0.03882029084174408,0.04015000165
0.148761613,-1.477950096,4.843950272,8.31704998,-0.04359702222174407,-0.03873150961434122,0.04142146935391471
0.158761613,-1.465950012,4.852950096,8.278950691,-0.05595727354244934,-0.023082581247238616,0.046358345675536296
0.168761613,-1.44900012,4.888950348,8.30505085,-0.07666495781703549,5.301401726902615e-05,0.052421469293914724
0.17876161299999999,-1.444050074,4.887000084,8.31704998,-0.089292312689451,0.013369668672309947,0.05651069962795184
0.188761613,-1.36500001,4.851000309,8.389050484,-0.09859702067140627,0.019398823183348828,0.060522646597584454
0.198761613,-1.320000052,4.768950462,8.428050041,-0.10469411293614861,0.02233161375194257,0.06257382324633026
0.208761613,-1.255050063,4.573050022,8.527950287,-0.1104107005296031,0.027624377254159626,0.06338749826
0.218761613,-1.19295001,4.444050312,8.595000267,-0.11484646685541382,0.02747915503148227,0.06046783016813344
0.228761613,-1.120950103,4.328999996,8.638050079,-0.11601603144458619,0.021416031999066713,0.049823717456634255
0.238761613,-1.074000001,4.27905035,8.655000687,-0.11107915278966211,0.02316613726622469,0.03431066418538006
0.24876161300000002,-1.081050038,4.276050091,8.655000687,-0.10416838552960307,0.03667510478417656,0.018485040124213648
0.258761613,-1.132950068,4.333950043,8.692950249,-0.09887561959357682,0.050082167371866576,0.006281508702298846
0.268761613,-1.282050014,4.432050228,8.803050041,-0.09567735256241555,0.05653514428758445,-0.0014089685010975983
0.278761613,-1.330050111,4.480050087,8.880000114,-0.09113032953813344,0.0623065447060262,-0.002578531477202402
