t,ax,ay,az,gx,gy,gz
0.0,0.29442923924741937,0.019128742355483494,9.551580649926107,0.009779408224542417,-0.09096936649215634,-0.43346912393830883
0.005,-0.05630462194839887,-0.13708006639596843,9.77026416845728,0.07322098367079004,0.1887102210795035,-0.21834808880193177
0.01,-0.03254534266870831,-0.3070042544644964,10.060769444527967,-0.5171784755905461,0.1872652148272621,0.23728371229794326
0.015,0.32264308158351546,-0.11217047215043977,10.05255366790896,0.3465087539688212,0.2710340727972711,0.21107487962379584
0.02,0.5542959152352545,-0.1978770142162552,9.781368468478588,-0.15512271227243865,-0.20166198446270628,0.6715454206744529
0.025,-0.3005070896806645,-0.1802932874974645,9.50770790563364,-0.10080118656653875,-0.2265694993011778,-0.23187208335109694
0.03,-0.15196750494984407,-0.21825860178575276,9.807984189008605,0.6678505715585478,0.546356820484171,1.226743646228129
0.035,-0.043377183445922424,-0.20664539654298056,9.862027332438158,0.17362559390220067,0.04204156259719204,0.1701893026667289
0.04,-0.00638760901330767,0.27947281097831866,10.045949153674163,-0.60618278056072,-1.0562317730421322,0.29126252356666205
0.045,0.060022767253675835,0.21992639295901506,9.528905573350482,-0.3397557525599695,-0.6996967150321114,0.5959092626379922
0.05,0.059025443006890166,0.4232424666457836,9.808990417569268,0.27353135806664397,0.03092269574018864,-0.6299393130770947
0.055,0.09180942105926111,-0.14005796488874742,9.76669025468005,0.11573915948372776,0.22446345315084903,0.504531824867185
0.06,0.1287276538275217,0.2695647261453962,9.930962673968873,0.0017520398602340805,0.4674362783536743,0.5624090737067858
0.065,-0.044535281194153564,0.024271711420284756,9.9972083934735,-0.8646663455798033,-0.24020109993210662,-0.1484131447502763
0.07,-0.03340885155637636,0.23982787012720555,9.687883434972147,-0.46403424486799355,0.5415916379934401,0.6105967371453285
0.075,-0.018653315359489164,0.05304340768559057,9.818834686506937,-0.22787837938554226,-0.1938284135015704,0.5622461375944353
0.08,0.24810352055186816,0.006180169063661843,9.854563919367152,-0.45646783499532395,-0.2931783157561179,0.49508461931367553
0.085,0.17874512119272748,-0.11986272808969199,9.408820643825013,0.12074374417455647,0.44143366699505815,0.880368334953128
0.09,-0.007989369932203207,0.2983057457200901,10.07526699781772,0.14296761269173128,0.06322915942061555,-0.2964964598849476
0.095,-0.29622954609148416,0.0953794076493704,9.849602041841296,0.08897802607641112,-0.3549864157282343,-0.4517121584577631
0.1,-0.09436438161703535,-0.07349892669692946,9.7070594274661,-0.8779532936734309,-0.8316833669448475,0.03758767918263613
0.105,0.2581777385541463,-0.4055237053038033,10.000955733525053,-0.458734219102584,0.08862463103362156,0.132370079980495
0.11,0.38175011351014126,-0.19268288446433993,9.662390676013356,0.049309977689768116,-0.02890583740262848,0.35122930483276504
0.115,0.17863300520293776,0.05185016855896693,9.770008703396574,0.5214913983225127,-0.8370463983853856,-0.46359446161948314
0.12,0.037910281624591924,0.38658116125295766,9.627684223362822,0.26964265909139234,-0.18564382127175097,0.14935436651247463
0.125,-0.016047099757835213,0.11345948785537077,9.740965213129,-0.8241704565744836,0.08534843002083045,0.5662294799548655
0.13,0.08961025018166516,0.26685272037335106,9.567849352897232,0.26238433333810357,-0.570039905138406,-0.27804904369841293
0.135,-0.09886312132815422,0.033974755067674715,9.620886284903255,0.3101076630010293,1.1495811628301438,-0.15747245871213217
0.14,-0.24046814078080728,0.13189853014907793,9.825648733126663,-0.2720355022948134,0.2995399738344544,-0.022119330061419737
0.145,0.0631042032971987,0.285924545009878,9.740260641228353,-0.41351871694950354,0.49293530878927627,0.5046830031952508
0.15,-0.003244515163212664,-0.3564325876724086,9.869006531797915,0.5767031412984012,-0.5593061628306719,0.390681161256398
0.155,0.2622503505410105,-0.034147819067469165,9.682560546629992,-0.18263127181424682,0.0739711900869027,-0.9330133372155074
0.16,-0.005965547289449788,-0.318931272368728,9.826678056645559,-0.2369086703189947,-0.5281704949882682,-0.39216750421443375
0.165,0.08267959431889216,-0.08136986724948203,9.538239790530382,0.40265130392812243,-0.3463816157287931,-0.11661706984474937
0.17,0.13766063707698292,-0.03526566332759808,9.854142062929403,0.33899035985615616,-0.07524242200658385,0.326683474817153
0.17500000000000002,0.12230752765166944,-0.11384674616380874,9.844376545129617,-0.5623087286167875,0.18778380451025553,0.08463508626430019
0.18,0.30083047350050474,-0.25097215230020425,9.532754791692005,0.38213921474483936,0.6806074636013785,0.8754073467866801
0.185,0.2162705542709562,0.15627025215999912,10.01007361803115,-0.9546737638532716,-0.21236369381901352,-0.05404433990981508
0.19,-0.24824926927541058,0.25471168955112156,9.802414243646039,0.14808234139357343,-0.4584667876973841,-0.35858440284612325
0.195,0.07003059154846751,-0.26656753266534156,9.674441071946614,-0.6200979901269823,-0.45021203394092146,0.11766126821864942
0.2,-0.2381759635887035,-0.1741010766695863,9.776625269829035,-0.7999647552845874,-0.6303174769127982,0.09381714598323782
0.20500000000000002,-0.25323383088150314,0.03656778547010011,9.616679565484855,-0.21806615036758978,-0.024690156272140325,-0.1841680452325285
0.21,0.17205724950771006,-0.2617414774457119,9.71064808466479,-0.470540658484851,0.7659722023421631,0.07792280313894205
0.215,-0.1347808260091052,0.09993071762829903,9.74481314985935,0.15064339408792862,0.5696331812434853,0.08169585599085978
0.22,0.21125760080042186,0.36418583550282957,9.868435724584081,0.09651176090173931,-0.15989435025513785,-0.536407450027858
0.225,0.2735422090555524,-0.2548643040768963,10.027275095411564,-0.4094445710711282,-0.8681968919894988,-0.22622462673045546
0.23,-0.23767076929601166,-0.17507138203226819,9.195870792106199,0.6167818490152353,-0.5072995401066267,-0.28404010538702473
0.23500000000000001,-0.09183514249555752,-0.13361521330504575,9.792929164667486,-0.5444900135047372,0.2040833164993615,-0.2310287045189132
0.24,0.04747972449843939,0.2355549846069112,9.770109786190016,-0.6437214458319256,-0.09986461395511427,-0.2846999290607041
0.245,-0.25714149443231954,0.26389237577438224,9.652605918472176,0.15750585145645715,-0.4311673316741316,0.9326574921301829
0.25,0.2948872194957817,0.217277362773535,9.460767696841145,0.12235218156961175,0.18962257606556843,0.5787790377135439
0.255,-0.11186221576033575,0.24147077197771738,10.09409290464683,-0.6864634441924228,0.4809037015578308,0.07320339001245078
0.26,-0.17588749289239405,-0.252370533805074,9.976445257727162,0.44553278364516147,0.6737868265994746,0.05143701536867094
0.265,-0.4079957997040518,0.16686004852071523,9.811062621873365,0.18543423508834925,0.19419511208931184,-0.2658050594961791
